loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_time0,koi_duration,koi_quarters
6871,8125917,K05479.01,CANDIDATE,18.347081000,2454978.001,2.82500,
6872,8129333,K05480.01,CANDIDATE,57.140035000,2454978.869,5.68400,
6873,8155368,K05481.01,FALSE POSITIVE,0.718643659,2454964.889,2.51246,11111111111111111000000000000000
6874,8158429,K05482.01,CANDIDATE,31.707574649,2454971.254,7.67710,11111111111111111000000000000000
6875,8179747,K05483.01,FALSE POSITIVE,17.946328114,2454969.947,8.15905,11111111111111111000000000000000
6876,8192427,K05484.01,FALSE POSITIVE,204.818268000,2455042.590,1.93000,
6877,8197176,K05485.01,CANDIDATE,9.358925400,2454966.482,3.16900,00000100010001000000000000000000
6878,8197406,K05486.01,CANDIDATE,4.154722420,2454965.611,1.79100,11111111111111111000000000000000
6879,9049550,K05606.01,FALSE POSITIVE,23.814905740,2454968.922,1.99480,00000000000000010000000000000000
6880,9049697,K05607.01,FALSE POSITIVE,1.327451100,2454964.591,3.46500,11111111111111111000000000000000
6881,9073549,K05608.01,CANDIDATE,87.565484000,2454967.293,2.52700,
6882,9079671,K05609.01,CANDIDATE,535.151500000,2455310.130,2.82600,
6883,9079767,K05610.01,CANDIDATE,495.404620000,2455074.000,0.63000,
6884,9087071,K05611.01,FALSE POSITIVE,209.238576000,2455154.124,2.24500,
6885,9087853,K05612.01,CANDIDATE,353.659270000,2455315.263,4.54300,
6886,9097470,K05613.01,CANDIDATE,346.417400000,2455293.565,9.23000,
6887,9911112,K05733.01,FALSE POSITIVE,1.166835206,2454964.912,2.17596,00000000000001011000000000000000
6888,9933600,K05734.01,FALSE POSITIVE,230.705788830,2455093.364,2.69000,
6889,9934274,K05735.01,FALSE POSITIVE,4.994715970,2454969.183,3.44000,11111111111111111000000000000000
6890,9935983,K05736.01,CANDIDATE,161.651504000,2455122.323,2.50900,11111111111111111000000000000000
6891,9941136,K05737.01,CANDIDATE,376.242530000,2455225.832,4.06400,
6892,9941387,K05738.01,FALSE POSITIVE,27.659607786,2454974.248,4.16321,11111111111111111000000000000000
6893,9941550,K05739.01,FALSE POSITIVE,476.727302000,2455329.430,9.32700,11111111111111111000000000000000
6894,9942658,K05740.01,CANDIDATE,21.799751500,2454977.319,4.75600,
6895,7132462,K05360.01,CANDIDATE,54.595746000,2454989.838,2.21000,
6896,7138841,K05361.01,FALSE POSITIVE,22.049560400,2454966.827,3.42800,11111111111111111000000000000000
6897,7174911,K05362.01,FALSE POSITIVE,150.700393920,2455111.540,2.82000,
6898,7176424,K05363.01,FALSE POSITIVE,44.484774630,2454975.963,1.67000,
6899,7184556,K05364.01,FALSE POSITIVE,93.645248100,2454990.283,2.12000,
6900,7186436,K05365.01,CANDIDATE,585.641180000,2455081.498,13.97000,
6901,7189825,K05366.01,FALSE POSITIVE,574.690290000,2455225.483,4.26900,
6902,7191523,K05367.01,CANDIDATE,502.982839160,2455116.505,2.94000,
6903,8223445,K05487.01,CANDIDATE,48.813012300,2454990.606,1.53800,
6904,8223655,K05488.01,FALSE POSITIVE,280.160495600,2455119.938,2.86370,11111111111111111000000000000000
6905,8229361,K05489.01,FALSE POSITIVE,370.462620000,2455094.408,9.54100,
6906,8234889,K05490.01,FALSE POSITIVE,116.301793000,2455001.330,2.25300,
6907,8241258,K05491.01,FALSE POSITIVE,480.194160000,2455090.174,10.76000,
6908,8241736,K05492.01,FALSE POSITIVE,368.498280000,2455066.425,14.90300,
6909,8242350,K05493.01,FALSE POSITIVE,6.993576155,2454964.989,21.26950,11111111111111111000000000000000
6910,8244947,K05494.01,FALSE POSITIVE,223.521317320,2455018.183,3.27000,
6911,9101279,K05614.01,FALSE POSITIVE,1.811461128,2454965.932,8.42343,11111111111111111000000000000000
6912,9108058,K05615.01,FALSE POSITIVE,2.174915080,2454964.940,8.44180,00000000000000011000000000000000
6913,9114614,K05616.01,CANDIDATE,441.619190000,2455181.503,5.37200,
6914,9116075,K05617.01,FALSE POSITIVE,24.500270200,2454987.619,4.07900,11111111111111111000000000000000
6915,9116510,K05618.01,CANDIDATE,318.490780000,2455000.004,3.01200,
6916,9117123,K05619.01,FALSE POSITIVE,2.164026610,2454966.576,2.78000,11111111111111111000000000000000
6917,9118858,K05620.01,FALSE POSITIVE,392.892756320,2455269.288,4.93000,
6918,9137257,K05621.01,FALSE POSITIVE,114.734287000,2455064.502,3.72400,
6919,9953491,K05741.01,CANDIDATE,362.061900000,2454987.161,14.02000,
6920,9954225,K05742.01,FALSE POSITIVE,1.340649911,2454965.055,5.09120,00000000000000011000000000000000
6921,9957659,K05743.01,FALSE POSITIVE,30.695376380,2454988.719,5.66340,00000000010001111000000000000000
6922,9957668,K05744.01,FALSE POSITIVE,30.695331130,2454988.721,5.94855,11111111111111111000000000000000
6923,9962595,K05745.01,CANDIDATE,11.374442708,2454975.456,2.30694,11111101110111011000000000000000
6924,9967398,K05746.01,FALSE POSITIVE,49.873958000,2455000.555,1.35100,
6925,9968924,K05747.01,CANDIDATE,411.447056000,2455355.274,3.48100,
6926,9993683,K05748.01,CANDIDATE,29.937114300,2454978.108,4.43500,11111111111111111000000000000000
6927,7192680,K05368.01,FALSE POSITIVE,114.250414940,2455068.852,2.11000,
6928,7198587,K05369.01,CANDIDATE,651.358046000,2455046.182,4.38400,
6929,7203858,K05370.01,FALSE POSITIVE,407.976230000,2455211.700,14.69000,
6930,7204233,K05371.01,CANDIDATE,33.303788100,2454982.464,3.00300,00011111111111111000000000000000
6931,7205717,K05372.01,CANDIDATE,212.603980000,2455046.411,5.74000,
6932,7206422,K05373.01,CANDIDATE,50.550788000,2454964.585,2.35300,
6933,7207081,K05374.01,FALSE POSITIVE,239.255789750,2454966.137,5.21000,
6934,7213311,K05375.01,CANDIDATE,285.374561000,2455144.299,4.86500,11111111111111111000000000000000
6935,8255058,K05495.01,FALSE POSITIVE,6.279888981,2454968.296,5.50860,11111111111111111000000000000000
6936,8265239,K05496.01,FALSE POSITIVE,37.476957170,2454983.669,1.46000,
6937,8279146,K05497.01,CANDIDATE,93.359737000,2454988.835,5.39700,
6938,8288404,K05498.01,FALSE POSITIVE,519.802218670,2455295.625,14.96780,11111111111111111000000000000000
6939,8294683,K05499.01,CANDIDATE,122.584810000,2455011.473,22.37000,
6940,8295087,K05500.01,CANDIDATE,84.934357000,2454990.897,3.16900,
6941,8300828,K05501.01,FALSE POSITIVE,48.920056300,2454996.963,2.29500,
6942,8307489,K05502.01,CANDIDATE,421.981940000,2455059.939,13.79900,
6943,9141355,K05622.01,CONFIRMED,469.613090000,2455255.509,13.70900,11111111111111111000000000000000
6944,9142225,K05623.01,FALSE POSITIVE,583.736320000,2455007.609,15.75000,11111111111111111000000000000000
6945,9142334,K05624.01,FALSE POSITIVE,502.658000000,2455007.629,19.51000,
6946,9147012,K05625.01,CANDIDATE,116.454312000,2454994.989,15.82600,00001000000001111000000000000000
6947,9147029,K05626.01,CANDIDATE,397.499229000,2455251.762,8.01900,
6948,9153246,K05627.01,FALSE POSITIVE,243.954706000,2455054.272,2.56200,
6949,9157030,K05628.01,CANDIDATE,24.909302700,2454988.382,3.80000,11111111111111111000000000000000
6950,9157523,K05629.01,CANDIDATE,192.138741000,2455102.210,3.21800,
6951,9994381,K05749.01,CANDIDATE,281.953320000,2455064.283,2.75600,
6952,10002266,K05750.01,FALSE POSITIVE,12.713689090,2454969.933,1.87500,11111111111111111000000000000000
6953,10004515,K05751.01,FALSE POSITIVE,25.263638050,2454972.309,2.72000,
6954,10004772,K05752.01,FALSE POSITIVE,1.391716834,2454965.099,1.42100,11111111111111111000000000000000
6955,10006096,K05753.01,FALSE POSITIVE,70.516233809,2454975.858,4.09296,11111111111111111000000000000000
6956,10007492,K05754.01,FALSE POSITIVE,2.645596805,2454966.706,2.90950,11111111111111111000000000000000
6957,10007916,K05755.01,CANDIDATE,388.671550000,2455044.050,11.70100,
6958,10018364,K05756.01,FALSE POSITIVE,105.632729700,2455062.127,2.73000,
6959,7255910,K05376.01,FALSE POSITIVE,274.553579000,2454991.086,5.95000,
6960,7256460,K05377.01,FALSE POSITIVE,251.023040110,2455027.201,3.11000,
6961,7258902,K05378.01,FALSE POSITIVE,1.807742530,2454965.948,2.63700,1111000000000000000
6962,7282470,K05379.01,CANDIDATE,520.655224000,2454993.561,12.94000,
6963,7289139,K05380.01,CANDIDATE,369.933550000,2455008.282,7.60000,
6964,7345136,K05381.01,FALSE POSITIVE,28.736976600,2454986.842,1.58600,
6965,7352727,K05382.01,FALSE POSITIVE,2.456490610,2454966.215,2.84400,11111111111111111000000000000000
6966,7375100,K05383.01,FALSE POSITIVE,98.517831980,2455006.708,1.65000,
6967,8308639,K05503.01,FALSE POSITIVE,457.513348000,2454971.656,5.76300,
6968,8313697,K05504.01,FALSE POSITIVE,224.025899240,2455168.821,2.93000,
6969,8351919,K05505.01,FALSE POSITIVE,323.771530000,2455024.074,17.57000,
6970,8352009,K05506.01,CANDIDATE,641.602040000,2455003.840,16.76200,
6971,8352016,K05507.01,FALSE POSITIVE,40.038961300,2454989.358,1.71100,
6972,8364969,K05508.01,FALSE POSITIVE,22.571972634,2454978.034,4.00349,11111111111111111000000000000000
6973,8378278,K05509.01,CANDIDATE,28.406342000,2454966.051,2.59800,
6974,8380743,K05510.01,FALSE POSITIVE,1.018861199,2454965.073,6.50050,00000000000000011000000000000000
6975,9159461,K05630.01,FALSE POSITIVE,80.519237000,2454997.008,4.04400,
6976,9164003,K05631.01,FALSE POSITIVE,149.356804000,2455111.139,15.41500,
6977,9166700,K05632.01,CANDIDATE,264.466625000,2454967.967,6.37100,11111111111111111000000000000000
6978,9173014,K05633.01,CANDIDATE,151.778840000,2455037.521,2.61500,
6979,9178502,K05634.01,FALSE POSITIVE,50.477590520,2454974.779,2.02000,
6980,9178894,K05635.01,CANDIDATE,113.993156000,2455004.183,7.72100,
6981,9180282,K05636.01,FALSE POSITIVE,2.791239540,2454964.949,2.84300,11111111111111111000000000000000
6982,9181402,K05637.01,FALSE POSITIVE,223.317692150,2455066.683,3.54000,
6983,10023469,K05757.01,FALSE POSITIVE,44.637111000,2454990.300,5.86800,00011101110111011000000000000000
6984,10027861,K05758.01,CANDIDATE,102.493119000,2454999.009,2.81400,
6985,10064591,K05759.01,CANDIDATE,284.942127840,2455192.524,3.20000,
6986,10074700,K05760.01,FALSE POSITIVE,365.620697000,2455071.984,32.26300,11111111111111111000000000000000
6987,10083325,K05761.01,CANDIDATE,6.132927330,2454964.993,1.56100,11111111111111111000000000000000
6988,10090854,K05762.01,CANDIDATE,12.630631290,2454969.704,2.21200,11111101110111011000000000000000
6989,10096697,K05763.01,FALSE POSITIVE,191.272501000,2455126.244,3.06400,
6990,10098540,K05764.01,CANDIDATE,286.022660000,2455206.730,10.43000,
6991,7377343,K05384.01,CANDIDATE,7.954457790,2454968.485,4.60120,00000000000001100000000000000000
6992,7383840,K05385.01,CANDIDATE,331.709180000,2455145.615,7.44000,
6993,7386200,K05386.01,FALSE POSITIVE,575.420020000,2455202.592,17.22000,
6994,7416016,K05387.01,CANDIDATE,297.782820000,2455066.400,18.38000,
6995,7416306,K05388.01,CANDIDATE,137.396194000,2454991.924,17.61000,11111111111111111000000000000000
6996,7416646,K05389.01,CANDIDATE,365.739893000,2455111.581,1.21800,
6997,7440715,K05390.01,CANDIDATE,104.198102000,2454994.447,3.20000,
6998,7456380,K05391.01,FALSE POSITIVE,368.727150000,2455267.378,5.06000,
6999,8395870,K05511.01,CANDIDATE,74.833577000,2455029.529,3.24700,
7000,8396288,K05512.01,CANDIDATE,8.585287200,2454970.397,2.83400,00000100010001000000000000000000
7001,8414914,K05513.01,FALSE POSITIVE,100.303613000,2455009.758,10.57800,00000000011111111000000000000000
7002,8415353,K05514.01,CANDIDATE,102.100752000,2454981.966,2.00900,
7003,8429817,K05515.01,CANDIDATE,6.263491873,2454967.898,0.85130,11111111111111111000000000000000
7004,8432034,K05516.01,FALSE POSITIVE,0.836200250,2454964.917,3.71270,00000000011000000000000000000000
7005,8432249,K05517.01,CANDIDATE,335.431430000,2455228.181,10.30000,
7006,8439618,K05518.01,CANDIDATE,558.218860000,2455252.823,13.55600,11111111111111111000000000000000
7007,9209981,K05638.01,CANDIDATE,290.020020000,2454971.259,23.87000,
7008,9210738,K05639.01,CANDIDATE,279.219570000,2455012.927,10.01500,
7009,9214176,K05640.01,CANDIDATE,348.665961000,2454998.850,3.84900,
7010,9216231,K05641.01,FALSE POSITIVE,616.341320000,2454987.168,12.72400,
7011,9217583,K05642.01,CANDIDATE,222.280560000,2454964.855,3.03500,
7012,9220614,K05643.01,CANDIDATE,570.018860000,2455208.052,3.52000,
7013,9224514,K05644.01,CANDIDATE,378.931391060,2455087.574,14.11000,
7014,9229807,K05645.01,CANDIDATE,580.853267880,2455219.288,16.63000,
7015,10130646,K05765.01,FALSE POSITIVE,390.408320000,2455098.436,7.91600,
7016,10132552,K05766.01,FALSE POSITIVE,191.528018000,2455093.913,2.34200,
7017,10132908,K05767.01,FALSE POSITIVE,386.599460000,2455054.294,3.30500,
7018,10141271,K05768.01,FALSE POSITIVE,15.403276500,2454970.991,3.24600,11111111111111111000000000000000
7019,10146103,K05769.01,CANDIDATE,7.580628930,2454965.898,3.48400,11111111111111111000000000000000
7020,10158715,K05770.01,FALSE POSITIVE,61.001109500,2454977.846,1.04900,
7021,10161534,K05771.01,FALSE POSITIVE,198.232389000,2455127.735,1.91900,
7022,7458433,K05392.01,FALSE POSITIVE,0.660627150,2454964.865,4.56000,11111111111111111000000000000000
7023,7458743,K05393.01,CANDIDATE,248.421771000,2455063.379,4.18700,
7024,7468295,K05394.01,FALSE POSITIVE,456.573400000,2455061.384,5.46500,
7025,7516073,K05395.01,FALSE POSITIVE,601.137970000,2455059.686,15.26000,11111111111111111000000000000000
7026,7538450,K05396.01,FALSE POSITIVE,344.062480000,2455284.432,15.60000,11111111111111111000000000000000
7027,7539174,K05397.01,FALSE POSITIVE,39.943447310,2455003.502,1.71000,
7028,7539277,K05398.01,CANDIDATE,551.223960000,2455018.781,5.89600,
7029,7550875,K05399.01,FALSE POSITIVE,466.908240000,2454969.373,2.64000,
7030,8442463,K05519.01,FALSE POSITIVE,361.309910000,2455302.751,12.96800,
7031,8474892,K05520.01,FALSE POSITIVE,199.442413400,2455073.852,7.25330,
7032,8480642,K05521.01,FALSE POSITIVE,31.591158760,2454995.502,2.64310,11111111111111111000000000000000
7033,8482513,K05522.01,FALSE POSITIVE,356.991350000,2455068.737,17.03000,
7034,8487777,K05523.01,FALSE POSITIVE,96.120478000,2454999.953,1.12500,
7035,8495232,K05524.01,FALSE POSITIVE,9.636476720,2454967.934,2.99900,11111111111111111000000000000000
7036,8499922,K05525.01,FALSE POSITIVE,45.680876000,2454975.357,2.29300,
7037,8505674,K05526.01,FALSE POSITIVE,43.169798000,2454992.086,9.68600,
7038,11444772,K05897.01,CANDIDATE,395.943270000,2455016.618,16.09000,
7039,11444974,K05898.01,CANDIDATE,76.379240000,2455038.061,0.64500,
7040,11446961,K05899.01,CANDIDATE,58.669218000,2455001.621,3.71200,11111110111011101000000000000000
7041,11453930,K05900.01,CANDIDATE,355.847310000,2455280.657,16.68000,
7042,11456256,K05901.01,CANDIDATE,61.611129000,2454966.891,14.96000,11111111111111111000000000000000
7043,11457664,K05902.01,CANDIDATE,150.728285000,2455056.049,2.71800,
7044,11465658,K05903.01,CANDIDATE,253.790434000,2455100.524,3.70200,
7045,11465869,K05904.01,FALSE POSITIVE,322.544807000,2455100.926,11.23600,
7046,11493378,K05905.01,CANDIDATE,35.660616700,2454984.472,1.59000,
7047,11506938,K05906.01,FALSE POSITIVE,22.574947490,2454982.096,36.75600,11111111111111111000000000000000
7048,11513366,K05907.01,CANDIDATE,587.381620000,2455021.114,11.97300,
7049,11513441,K05908.01,FALSE POSITIVE,85.569222300,2455021.066,4.95400,11111111111111111000000000000000
7050,11520114,K05909.01,CANDIDATE,7.079876630,2454964.605,2.58900,00011111111111111000000000000000
7051,11520465,K05910.01,CANDIDATE,91.240335000,2454988.724,2.31400,
7052,11559493,K05911.01,CANDIDATE,357.413820000,2455144.364,3.67500,
7053,11598638,K05912.01,CANDIDATE,359.854745000,2455138.618,3.42900,
7054,11598894,K05913.01,CANDIDATE,89.366114000,2455041.893,3.94500,
7055,11599800,K05914.01,FALSE POSITIVE,422.255426000,2454993.656,4.97400,
7056,11599937,K05915.01,CANDIDATE,37.625903900,2455000.221,3.91000,11111110111011101000000000000000
7057,11600299,K05916.01,CANDIDATE,100.414751980,2454967.117,1.72000,
7058,11601425,K05917.01,CANDIDATE,41.993467300,2454976.893,3.22600,11111110111011101000000000000000
7059,11601633,K05918.01,CANDIDATE,94.677820000,2455020.473,2.21500,
7060,11601972,K05919.01,CANDIDATE,290.196139000,2455097.876,13.69800,11111110111011101000000000000000
7061,11603298,K05920.01,FALSE POSITIVE,471.396980000,2455080.080,10.71400,
7062,11614808,K05921.01,CANDIDATE,175.452812000,2455037.824,2.73400,
7063,11615258,K05922.01,CANDIDATE,367.074460000,2455015.838,5.88700,11111111111111111000000000000000
7064,11615521,K05923.01,CANDIDATE,366.684634000,2455148.091,3.28400,
7065,11616434,K05924.01,CANDIDATE,291.306507000,2455195.291,2.91000,
7066,11651240,K05925.01,CANDIDATE,93.006000000,2454977.360,2.46100,
7067,11652427,K05926.01,CANDIDATE,26.462880740,2454966.410,1.40000,
7068,11654039,K05927.01,FALSE POSITIVE,436.428520000,2455285.271,13.80000,
7069,11674709,K05928.01,CANDIDATE,20.699207370,2454965.720,2.17000,11101111111111100000000000000000
7070,11716643,K05929.01,CANDIDATE,466.002988000,2455268.012,10.27800,11111111111111111000000000000000
7071,11722217,K05930.01,CANDIDATE,302.775710000,2455156.574,3.18300,
7072,11773174,K05931.01,CANDIDATE,115.199529220,2455051.111,2.67000,
7073,11803074,K05932.01,CANDIDATE,355.861340000,2455191.007,23.39000,11111110111011101000000000000000
7074,11807906,K05933.01,CANDIDATE,236.506437000,2455194.969,5.00400,
7075,11811382,K05934.01,CANDIDATE,19.385489400,2454975.349,1.03100,11111111111111111000000000000000
7076,11818566,K05935.01,CANDIDATE,416.878931210,2455060.511,4.45000,
7077,11819396,K05936.01,CANDIDATE,48.387984130,2455009.465,1.23000,
7078,11824578,K05937.01,CANDIDATE,357.588538000,2455083.414,3.36700,
7079,11860294,K05938.01,CANDIDATE,545.205601000,2455070.241,3.29600,
7080,11868941,K05939.01,CANDIDATE,105.053389000,2455041.728,1.98800,
7081,11905398,K05940.01,CANDIDATE,24.796729400,2454964.910,4.27800,00011110111011101000000000000000
7082,11910670,K05941.01,CANDIDATE,44.706019100,2454987.403,0.25000,
7083,11911929,K05942.01,CANDIDATE,125.277815000,2455003.887,4.44200,
7084,11923213,K05943.01,CANDIDATE,27.202067200,2454984.866,1.81100,11111111111111111000000000000000
7085,11924426,K05944.01,FALSE POSITIVE,64.713168094,2455004.368,5.69869,11111111111111111000000000000000
7086,11959893,K05945.01,CANDIDATE,40.728231400,2454995.151,13.67700,
7087,11966643,K05946.01,CANDIDATE,183.380484520,2455131.078,3.25000,
7088,11968514,K05947.01,FALSE POSITIVE,1.036592136,2454965.090,2.29600,11111111111111111000000000000000
7089,12007270,K05948.01,CANDIDATE,398.513120000,2454998.218,5.41000,
7090,12009917,K05949.01,CANDIDATE,559.785594000,2455266.197,3.49600,
7091,12020376,K05950.01,CANDIDATE,109.439460000,2455056.413,3.80100,
7092,12066767,K05951.01,CANDIDATE,194.258353420,2455121.446,3.15000,
7093,12071775,K05952.01,CANDIDATE,164.507439000,2455045.760,11.42800,
7094,12102775,K05953.01,CANDIDATE,370.847860000,2455093.792,13.96600,
7095,12105086,K05954.01,CANDIDATE,73.908995000,2454992.807,3.91600,
7096,12110901,K05955.01,CANDIDATE,96.325614560,2454986.032,2.28000,
7097,12121701,K05956.01,CANDIDATE,212.646179000,2455054.614,2.53900,
7098,12156805,K05957.01,FALSE POSITIVE,371.548790000,2455016.569,9.84100,
7099,12165063,K05958.01,FALSE POSITIVE,226.499243000,2454964.662,1.32800,
7100,12168895,K05959.01,CANDIDATE,251.488080000,2455025.461,6.80000,
7101,12170767,K05960.01,CANDIDATE,32.418526500,2454994.425,5.15400,
7102,12253490,K05961.01,CANDIDATE,19.159760875,2454974.568,3.10166,11111111111111111000000000000000
7103,12257851,K05962.01,FALSE POSITIVE,2.615942880,2454965.415,6.45000,11111111111111111000000000000000
7104,12265150,K05963.01,FALSE POSITIVE,1.686009643,2454966.061,1.18180,11111111111111111000000000000000
7105,12300524,K05964.01,CANDIDATE,32.033211000,2454979.814,5.28900,11111111111111111000000000000000
7106,12349560,K05965.01,CANDIDATE,43.397562200,2454986.934,3.90800,11111111111111111000000000000000
7107,12350136,K05966.01,CANDIDATE,478.791850210,2455017.460,4.06000,
7108,10964747,K05844.01,FALSE POSITIVE,344.961485000,2455041.227,3.02300,
7109,10967168,K05845.01,CANDIDATE,22.265959900,2454977.870,4.81600,11111110111011101000000000000000
7110,10977671,K05846.01,CANDIDATE,199.064336000,2455013.089,13.62300,11111111111111111000000000000000
7111,10978581,K05847.01,CANDIDATE,277.114286000,2455029.189,3.92600,
7112,10979952,K05848.01,CANDIDATE,323.159363000,2454982.130,2.42700,
7113,10989620,K05849.01,CANDIDATE,21.512259000,2454972.022,4.33700,
7114,10991389,K05850.01,CANDIDATE,303.226376000,2455177.054,1.80200,11111101110111011000000000000000
7115,12401859,K05967.01,CANDIDATE,22.863151700,2454976.152,1.65900,
7116,12402588,K05968.01,CANDIDATE,97.942437000,2454990.973,2.57500,
7117,12405436,K05969.01,FALSE POSITIVE,163.820347000,2455065.616,1.33100,
7118,12417572,K05970.01,FALSE POSITIVE,151.577009000,2455027.796,2.59000,
7119,12418418,K05971.01,CANDIDATE,493.305720000,2455194.884,5.42500,
7120,12505590,K05972.01,CANDIDATE,449.872030000,2455131.195,6.53900,
7121,12506986,K05973.01,CANDIDATE,419.933730000,2455224.931,10.29000,
7122,10991431,K05851.01,CANDIDATE,322.221973000,2455050.050,7.53100,
7123,11021266,K05852.01,CANDIDATE,235.413973000,2455140.073,3.06500,
7124,11021676,K05853.01,CANDIDATE,366.682930000,2455090.648,3.85400,
7125,11026582,K05854.01,CANDIDATE,240.571350000,2455072.504,11.16400,11111111111111111000000000000000
7126,11036168,K05855.01,CANDIDATE,217.792748000,2455043.689,4.69500,00100110011001100000000000000000
7127,11037818,K05856.01,CONFIRMED,259.343040000,2454998.679,16.04000,11111111111111111000000000000000
7128,11046723,K05857.01,CANDIDATE,388.038848510,2455346.405,4.44000,
7129,11046870,K05858.01,FALSE POSITIVE,8.344107910,2454969.545,1.60600,11111101110111011000000000000000
7130,12554212,K05974.01,CANDIDATE,4.768155070,2454964.857,2.11500,11111111111111111000000000000000
7131,12645262,K05975.01,FALSE POSITIVE,545.456239720,2454964.698,5.91000,
7132,12645761,K05976.01,FALSE POSITIVE,2.709570339,2454967.085,5.57527,11111111111111111000000000000000
7133,12690465,K05977.01,CANDIDATE,49.490598180,2454993.397,1.61000,
7134,12734110,K05978.01,CANDIDATE,364.181290000,2455078.179,6.65000,
7135,12735793,K05979.01,CANDIDATE,37.793511300,2455000.418,1.71800,
7136,12736658,K05980.01,FALSE POSITIVE,0.855294909,2454964.658,2.89112,11111111111111111000000000000000
7137,12835139,K05981.01,FALSE POSITIVE,350.609298000,2454996.109,1.62100,
7138,11069681,K05859.01,CANDIDATE,172.621943000,2455003.014,4.43500,
7139,11072982,K05860.01,CANDIDATE,264.708077000,2455203.453,3.97500,
7140,11073238,K05861.01,FALSE POSITIVE,452.404280000,2455022.084,17.20000,
7141,11076176,K05862.01,FALSE POSITIVE,0.699985822,2454964.841,3.02633,11111110111011101000000000000000
7142,11080702,K05863.01,CANDIDATE,8.672379680,2454965.551,2.82600,11111111111111111000000000000000
7143,11082795,K05864.01,CANDIDATE,35.921691200,2454981.934,0.58500,
7144,11090561,K05865.01,FALSE POSITIVE,35.872691800,2454964.567,4.40200,11111111111111111000000000000000
7145,11090926,K05866.01,CANDIDATE,102.300622000,2455041.609,4.47300,
7146,11097752,K05867.01,CANDIDATE,359.845500000,2455043.506,34.84000,
7147,11098704,K05868.01,CANDIDATE,22.778312100,2454978.968,1.03700,
7148,11100170,K05869.01,CANDIDATE,114.406187000,2455058.713,4.92000,
7149,11129145,K05870.01,CANDIDATE,132.114000000,2455071.008,2.51400,
7150,11145391,K05871.01,CANDIDATE,623.234400000,2455107.309,14.44800,
7151,11145637,K05872.01,CANDIDATE,46.160515790,2454970.080,2.37000,
7152,11147785,K05873.01,CANDIDATE,217.170081000,2455062.907,4.29100,
7153,11152511,K05874.01,CANDIDATE,287.331140000,2455193.841,12.72200,11111101110111011000000000000000
7154,11176166,K05875.01,CONFIRMED,9.878850200,2454967.383,2.95100,00000000010100000000000000000000
7155,11182213,K05876.01,CANDIDATE,189.456089000,2455066.633,3.07700,
7156,11183752,K05877.01,CANDIDATE,230.358183000,2455066.768,2.03100,
7157,11191364,K05878.01,CANDIDATE,211.541140000,2455069.270,5.40000,
7158,11198419,K05879.01,CANDIDATE,88.523517000,2455022.276,7.22000,
7159,11199233,K05880.01,FALSE POSITIVE,386.224009080,2455339.161,4.93000,
7160,11251991,K05881.01,CANDIDATE,134.358720000,2455034.264,13.30000,
7161,11298442,K05882.01,CANDIDATE,55.014691830,2454989.795,2.34000,
7162,11305417,K05883.01,CANDIDATE,198.781156000,2455117.387,6.77000,
7163,11338918,K05884.01,FALSE POSITIVE,588.637590000,2455079.525,3.84000,
7164,11340218,K05885.01,CANDIDATE,111.149082000,2455026.632,2.91100,
7165,11341266,K05886.01,CANDIDATE,284.871770000,2455166.972,15.63000,
7166,11341314,K05887.01,FALSE POSITIVE,9.833847400,2454965.536,14.58500,11111110111011101000000000000000
7167,11348610,K05888.01,CANDIDATE,190.860818000,2455089.519,2.82300,
7168,11351454,K05889.01,CANDIDATE,374.418130000,2455295.098,17.90000,11111111111111000000000000000
7169,11355925,K05890.01,CANDIDATE,263.301980000,2455141.868,2.21300,
7170,11391512,K05891.01,CANDIDATE,370.317610000,2455063.300,12.58800,
7171,11393248,K05892.01,CANDIDATE,37.959659000,2454978.234,2.79300,
7172,11393633,K05893.01,CANDIDATE,405.629600000,2455078.737,11.26000,
7173,11401845,K05894.01,FALSE POSITIVE,1.080695116,2454964.868,7.44900,00000000010100000000000000000000
7174,11407847,K05895.01,CANDIDATE,11.830772400,2454973.110,8.79100,11111111111111111000000000000000
7175,11414368,K05896.01,CANDIDATE,434.281750000,2455196.313,8.14000,
7176,8355178,K06178.02,CANDIDATE,33.814176000,2454975.454,7.69000,
7177,8374077,K06179.01,CANDIDATE,16.295784700,2454966.621,5.16000,00011111111111111000000000000000
7178,8494783,K06180.01,CANDIDATE,28.201998000,2454979.990,3.86000,
7179,8494783,K06180.02,CANDIDATE,58.925650000,2455009.671,14.56000,
7180,8517303,K06181.01,FALSE POSITIVE,24.073377500,2454974.135,19.61200,11111111111111111000000000000000
7181,8590149,K06182.01,CANDIDATE,19.240582100,2454971.745,4.99000,11111111111111111000000000000000
7182,10055126,K01608.03,CANDIDATE,232.040326000,2455095.253,12.23500,11111111111111111000000000000000
7183,8590149,K06182.02,CANDIDATE,28.684308000,2454981.236,4.64000,
7184,3559935,K00492.02,CANDIDATE,265.296170000,2455130.870,4.10000,
7185,9285265,K03410.02,CANDIDATE,61.569765000,2455015.020,9.75000,11111111111111111000000000000000
7186,3559860,K03440.02,CANDIDATE,58.940569000,2454992.622,4.76900,01111011101110111000000000000000
7187,5384713,K03444.04,CANDIDATE,14.150231100,2454974.473,1.50300,11111111111111111000000000000000
7188,6364582,K03456.02,CANDIDATE,486.127020000,2455259.172,9.49500,
